IdEmergencia,FechaRegistro,Distrito,TipoEmergencia,TiempoRespuesta_Min,UnidadEmergencia,CostoOperativo_PEN,NivelSeveridad,PrioridadDespacho
914,2025-10-26,Carabayllo,Emergencia Médica,16,Bomberos,871,BAJO,3
915,2025-07-16,Puente Piedra,Accidente de Tránsito,60,Patrullero,894,CRÍTICO,1
916,2025-10-11,Carabayllo,Rescate,20,Bomberos,4978,ALTO,3
917,2026-02-19,Los Olivos,Accidente de Tránsito,30,Patrullero,2330,ALTO,1
918,2025-07-11,Independencia,Accidente de Tránsito,22,Ambulancia,4305,ALTO,1
919,2025-09-23,Carabayllo,Emergencia Médica,29,Bomberos,4250,MEDIO,2
920,2025-10-09,Los Olivos,Accidente de Tránsito,9,Patrullero,3415,CRÍTICO,1
921,2026-01-07,Independencia,Rescate,50,Ambulancia,429,ALTO,3
922,2025-11-17,Los Olivos,Incendio,51,SAMU,1741,CRÍTICO,1
923,2025-08-07,Carabayllo,Accidente de Tránsito,51,SAMU,1013,CRÍTICO,1
924,2025-09-21,Comas,Emergencia Médica,5,SAMU,1117,MEDIO,2
925,2025-08-02,Comas,Accidente de Tránsito,37,SAMU,4836,CRÍTICO,1
926,2026-05-08,Independencia,Emergencia Médica,51,Bomberos,2819,MEDIO,3
927,2026-03-19,Carabayllo,Accidente de Tránsito,25,Patrullero,2831,CRÍTICO,1
928,2026-01-12,Comas,Accidente de Tránsito,47,Ambulancia,4918,ALTO,1
929,2026-01-20,Los Olivos,Accidente de Tránsito,18,Ambulancia,1084,ALTO,1
930,2025-09-26,Los Olivos,Rescate,18,Bomberos,794,ALTO,2
931,2025-08-05,Puente Piedra,Rescate,29,SAMU,4352,ALTO,3
932,2026-03-29,Puente Piedra,Accidente de Tránsito,58,Ambulancia,3409,CRÍTICO,1
933,2025-07-16,Puente Piedra,Incendio,58,Patrullero,1322,CRÍTICO,1
934,2026-06-29,Comas,Incendio,18,Bomberos,4319,ALTO,1
935,2026-06-28,Puente Piedra,Accidente de Tránsito,28,Bomberos,3401,CRÍTICO,1
936,2025-08-28,Comas,Accidente de Tránsito,25,Bomberos,1589,ALTO,1
937,2025-07-22,Carabayllo,Incendio,10,SAMU,4429,CRÍTICO,1
938,2026-05-14,Carabayllo,Incendio,44,Ambulancia,3959,ALTO,1
939,2025-08-31,Carabayllo,Incendio,47,SAMU,4550,ALTO,1
940,2026-01-20,Comas,Accidente de Tránsito,25,Bomberos,3157,ALTO,1
941,2025-12-01,Los Olivos,Rescate,35,SAMU,3337,MEDIO,2
942,2026-01-14,Carabayllo,Rescate,60,Ambulancia,4770,BAJO,3
943,2025-08-07,Comas,Rescate,35,SAMU,362,ALTO,2
944,2026-05-05,Los Olivos,Rescate,10,Patrullero,4708,ALTO,2
945,2026-04-24,Comas,Emergencia Médica,21,Ambulancia,4771,MEDIO,3
946,2025-12-19,Independencia,Rescate,14,Patrullero,704,MEDIO,3
947,2026-05-10,Comas,Incendio,8,Bomberos,4106,ALTO,1
948,2025-09-18,Comas,Accidente de Tránsito,42,Patrullero,4561,ALTO,1
949,2025-07-30,Los Olivos,Accidente de Tránsito,25,Patrullero,533,ALTO,1
950,2025-08-30,Independencia,Emergencia Médica,54,Bomberos,3121,MEDIO,3
951,2026-03-07,Independencia,Incendio,15,Ambulancia,3300,CRÍTICO,1
952,2026-01-07,Independencia,Emergencia Médica,28,Ambulancia,1291,MEDIO,2
953,2026-02-04,Independencia,Rescate,42,Ambulancia,1345,MEDIO,2
954,2025-08-15,Carabayllo,Incendio,33,Ambulancia,1901,ALTO,1
955,2025-11-12,Comas,Accidente de Tránsito,41,Bomberos,3936,ALTO,1
956,2026-04-12,Carabayllo,Incendio,5,Patrullero,4017,ALTO,1
957,2026-01-03,Carabayllo,Emergencia Médica,48,Ambulancia,3105,MEDIO,3
958,2025-11-03,Comas,Emergencia Médica,30,Ambulancia,2403,MEDIO,2
959,2026-05-25,Los Olivos,Emergencia Médica,49,SAMU,2786,MEDIO,3
960,2026-01-22,Puente Piedra,Accidente de Tránsito,38,Bomberos,956,CRÍTICO,1
961,2025-07-24,Los Olivos,Rescate,38,Patrullero,711,MEDIO,2
962,2025-09-18,Carabayllo,Emergencia Médica,49,Patrullero,3048,BAJO,3
963,2025-11-10,Puente Piedra,Rescate,40,Bomberos,4804,BAJO,3
964,2025-08-03,Comas,Emergencia Médica,52,Ambulancia,3074,MEDIO,3
965,2026-02-26,Independencia,Incendio,17,Bomberos,3288,ALTO,1
966,2026-03-08,Independencia,Accidente de Tránsito,34,Bomberos,2332,CRÍTICO,1
967,2026-05-13,Carabayllo,Emergencia Médica,17,Ambulancia,429,ALTO,2
968,2025-11-06,Los Olivos,Rescate,39,SAMU,1514,MEDIO,3
969,2025-07-24,Comas,Rescate,12,SAMU,4021,BAJO,2
970,2025-12-02,Comas,Accidente de Tránsito,50,Patrullero,4074,ALTO,1
971,2026-03-19,Independencia,Rescate,22,SAMU,3945,MEDIO,2
972,2025-09-22,Puente Piedra,Incendio,14,Bomberos,1572,CRÍTICO,1
973,2026-04-19,Los Olivos,Rescate,19,SAMU,1759,BAJO,2
974,2025-07-29,Puente Piedra,Accidente de Tránsito,55,Ambulancia,3726,CRÍTICO,1
975,2025-09-26,Independencia,Rescate,18,Patrullero,4946,ALTO,3
976,2025-09-12,Carabayllo,Rescate,36,Bomberos,1924,BAJO,2
977,2025-08-29,Independencia,Accidente de Tránsito,36,Patrullero,1062,CRÍTICO,1
978,2025-12-02,Independencia,Accidente de Tránsito,24,Bomberos,3183,ALTO,1
979,2025-09-10,Comas,Incendio,28,Ambulancia,3603,CRÍTICO,1
980,2026-04-27,Puente Piedra,Incendio,17,Bomberos,4669,ALTO,1
981,2025-12-27,Carabayllo,Accidente de Tránsito,32,Ambulancia,2049,ALTO,1
982,2026-04-22,Comas,Accidente de Tránsito,5,Ambulancia,739,ALTO,1
983,2025-07-23,Puente Piedra,Emergencia Médica,37,Patrullero,3444,MEDIO,3
984,2025-08-11,Puente Piedra,Incendio,28,Patrullero,4706,ALTO,1
985,2025-11-26,Independencia,Emergencia Médica,59,SAMU,481,ALTO,2
986,2026-02-28,Puente Piedra,Accidente de Tránsito,7,SAMU,3150,CRÍTICO,1
987,2026-06-04,Puente Piedra,Incendio,12,Patrullero,1579,CRÍTICO,1
988,2026-05-14,Los Olivos,Incendio,48,Bomberos,2780,CRÍTICO,1
989,2026-01-03,Los Olivos,Emergencia Médica,47,Patrullero,2500,ALTO,2
990,2025-08-14,Los Olivos,Emergencia Médica,10,Bomberos,2436,MEDIO,3
991,2025-11-30,Puente Piedra,Incendio,17,Patrullero,4829,CRÍTICO,1
992,2026-04-28,Comas,Incendio,13,Patrullero,2255,ALTO,1
993,2025-07-17,Puente Piedra,Accidente de Tránsito,58,Bomberos,2278,ALTO,1
994,2025-10-31,Independencia,Accidente de Tránsito,42,SAMU,4728,CRÍTICO,1
995,2026-04-04,Independencia,Rescate,37,SAMU,3790,BAJO,3
996,2026-03-29,Carabayllo,Emergencia Médica,49,Ambulancia,2946,MEDIO,2
997,2025-10-15,Puente Piedra,Incendio,24,Patrullero,696,CRÍTICO,1
998,2025-12-27,Los Olivos,Rescate,43,Patrullero,3553,BAJO,3
999,2025-10-02,Independencia,Accidente de Tránsito,37,Bomberos,955,ALTO,1
1000,2026-06-01,Carabayllo,Emergencia Médica,52,Ambulancia,4713,MEDIO,3
1001,2026-02-04,Puente Piedra,Accidente de Tránsito,7,Patrullero,4439,CRÍTICO,1
1002,2025-10-29,Independencia,Accidente de Tránsito,55,Patrullero,2107,ALTO,1
1003,2025-09-08,Puente Piedra,Emergencia Médica,15,Ambulancia,3858,BAJO,3
1004,2025-08-12,Carabayllo,Accidente de Tránsito,30,SAMU,3630,ALTO,1
1005,2025-12-07,Carabayllo,Incendio,11,Ambulancia,4546,CRÍTICO,1
1006,2025-08-18,Independencia,Incendio,18,SAMU,3956,CRÍTICO,1
1007,2025-12-08,Comas,Emergencia Médica,29,Bomberos,2433,BAJO,3
1008,2026-07-01,Comas,Rescate,49,SAMU,3951,MEDIO,2
1009,2026-01-11,Puente Piedra,Accidente de Tránsito,60,SAMU,2548,ALTO,1
1010,2026-03-11,Los Olivos,Accidente de Tránsito,46,Bomberos,3515,ALTO,1
1011,2026-02-07,Los Olivos,Emergencia Médica,50,Patrullero,2987,ALTO,3
1012,2026-06-14,Carabayllo,Rescate,43,Bomberos,4709,ALTO,2
1013,2026-04-17,Comas,Incendio,28,Patrullero,4137,ALTO,1
1014,2025-12-06,Los Olivos,Accidente de Tránsito,57,SAMU,4763,CRÍTICO,1
1015,2026-01-31,Los Olivos,Emergencia Médica,9,SAMU,2286,MEDIO,3
1016,2026-06-29,Los Olivos,Rescate,56,Patrullero,775,MEDIO,2
1017,2025-11-03,Independencia,Emergencia Médica,31,Bomberos,3206,ALTO,3
1018,2026-06-09,Independencia,Rescate,60,Bomberos,907,ALTO,2
1019,2025-12-17,Carabayllo,Rescate,18,Bomberos,3372,BAJO,3
1020,2025-08-11,Independencia,Rescate,13,SAMU,4081,ALTO,3
1021,2026-07-05,Carabayllo,Incendio,20,Ambulancia,3514,CRÍTICO,1
1022,2026-03-02,Carabayllo,Accidente de Tránsito,18,SAMU,4310,CRÍTICO,1
1023,2025-08-05,Puente Piedra,Incendio,16,SAMU,3793,ALTO,1
1024,2025-11-01,Comas,Rescate,39,Bomberos,2454,MEDIO,2
1025,2025-08-05,Carabayllo,Rescate,25,SAMU,583,ALTO,2
1026,2025-08-31,Comas,Emergencia Médica,25,Ambulancia,2363,ALTO,2
1027,2026-02-27,Carabayllo,Incendio,21,Patrullero,4864,ALTO,1
1028,2026-03-13,Independencia,Rescate,45,Ambulancia,932,ALTO,3
1029,2025-11-07,Los Olivos,Incendio,32,Bomberos,866,CRÍTICO,1
1030,2026-01-06,Puente Piedra,Incendio,7,SAMU,712,CRÍTICO,1
1031,2026-02-03,Puente Piedra,Accidente de Tránsito,36,Patrullero,868,CRÍTICO,1
1032,2025-08-05,Puente Piedra,Rescate,51,Patrullero,510,MEDIO,3
1033,2025-11-26,Carabayllo,Rescate,42,Ambulancia,2029,ALTO,3
1034,2025-12-09,Comas,Rescate,19,SAMU,1126,BAJO,3
1035,2025-07-19,Puente Piedra,Accidente de Tránsito,40,SAMU,2697,ALTO,1
1036,2025-10-24,Comas,Accidente de Tránsito,54,SAMU,2795,CRÍTICO,1
1037,2025-08-10,Comas,Emergencia Médica,45,SAMU,783,ALTO,2
1038,2026-02-20,Puente Piedra,Rescate,40,SAMU,3847,BAJO,3
1039,2026-03-28,Los Olivos,Emergencia Médica,57,Bomberos,3703,BAJO,3
1040,2026-04-06,Carabayllo,Rescate,41,Patrullero,1117,ALTO,3
1041,2025-10-12,Puente Piedra,Accidente de Tránsito,51,Patrullero,2697,ALTO,1
1042,2025-07-20,Los Olivos,Incendio,13,Patrullero,4923,ALTO,1
1043,2026-04-24,Carabayllo,Rescate,11,Ambulancia,2555,MEDIO,3
1044,2026-06-27,Los Olivos,Emergencia Médica,34,Bomberos,732,MEDIO,2
1045,2026-05-01,Los Olivos,Rescate,43,SAMU,604,BAJO,3
1046,2025-07-24,Puente Piedra,Rescate,39,Ambulancia,3066,BAJO,3
1047,2026-07-04,Los Olivos,Accidente de Tránsito,23,Ambulancia,643,CRÍTICO,1
1048,2026-02-09,Independencia,Emergencia Médica,29,Ambulancia,1761,MEDIO,2
1049,2025-12-30,Puente Piedra,Rescate,23,Ambulancia,2385,MEDIO,2
1050,2026-04-12,Independencia,Emergencia Médica,39,Patrullero,1623,MEDIO,2
1051,2026-04-07,Independencia,Rescate,30,Ambulancia,1171,MEDIO,3
1052,2026-03-20,Independencia,Incendio,27,Patrullero,1208,CRÍTICO,1
1053,2026-01-12,Comas,Emergencia Médica,21,Bomberos,3838,ALTO,2
1054,2025-09-15,Comas,Rescate,5,Ambulancia,2499,ALTO,3
1055,2026-03-28,Puente Piedra,Accidente de Tránsito,42,SAMU,4442,CRÍTICO,1
1056,2025-12-29,Comas,Emergencia Médica,55,SAMU,1186,ALTO,3
1057,2025-08-30,Puente Piedra,Emergencia Médica,26,Patrullero,414,BAJO,3
1058,2026-01-02,Carabayllo,Rescate,5,Ambulancia,4812,MEDIO,2
1059,2026-05-16,Los Olivos,Accidente de Tránsito,13,SAMU,1546,CRÍTICO,1
1060,2025-09-02,Puente Piedra,Emergencia Médica,21,Bomberos,1574,ALTO,3
1061,2025-08-20,Comas,Rescate,42,Patrullero,4710,BAJO,3
1062,2025-10-13,Comas,Accidente de Tránsito,44,Ambulancia,4043,ALTO,1
1063,2026-01-25,Los Olivos,Rescate,60,Patrullero,3834,BAJO,3
1064,2025-11-01,Puente Piedra,Rescate,22,Bomberos,625,BAJO,3
1065,2026-01-29,Puente Piedra,Accidente de Tránsito,47,Ambulancia,3504,ALTO,1
1066,2026-05-18,Puente Piedra,Incendio,41,Bomberos,676,ALTO,1
1067,2026-03-19,Carabayllo,Accidente de Tránsito,10,SAMU,4614,ALTO,1
1068,2025-07-06,Independencia,Accidente de Tránsito,39,Ambulancia,525,ALTO,1
1069,2026-02-03,Los Olivos,Accidente de Tránsito,51,Ambulancia,1443,CRÍTICO,1
1070,2026-05-07,Comas,Rescate,45,Patrullero,4671,ALTO,3
1071,2025-09-16,Los Olivos,Incendio,12,SAMU,1027,CRÍTICO,1
1072,2025-10-08,Comas,Incendio,43,Ambulancia,3634,ALTO,1
1073,2025-09-02,Puente Piedra,Incendio,23,SAMU,663,ALTO,1
1074,2026-01-10,Comas,Accidente de Tránsito,28,Patrullero,3708,CRÍTICO,1
1075,2026-05-05,Los Olivos,Accidente de Tránsito,23,Bomberos,1731,ALTO,1
1076,2025-12-27,Independencia,Emergencia Médica,35,Ambulancia,2976,BAJO,3
1077,2026-06-17,Carabayllo,Rescate,48,Ambulancia,4152,ALTO,2
1078,2025-09-20,Los Olivos,Accidente de Tránsito,19,Ambulancia,3921,CRÍTICO,1
1079,2026-03-28,Puente Piedra,Incendio,16,SAMU,1588,CRÍTICO,1
1080,2025-12-04,Puente Piedra,Accidente de Tránsito,35,Bomberos,2745,CRÍTICO,1
1081,2025-11-24,Los Olivos,Accidente de Tránsito,18,Ambulancia,1474,CRÍTICO,1
1082,2025-11-28,Independencia,Emergencia Médica,15,Patrullero,522,MEDIO,2
1083,2025-08-25,Independencia,Incendio,30,Bomberos,383,CRÍTICO,1
1084,2025-07-08,Los Olivos,Accidente de Tránsito,6,Bomberos,2401,CRÍTICO,1
1085,2025-11-05,Comas,Emergencia Médica,11,Bomberos,2648,ALTO,2
1086,2026-04-26,Puente Piedra,Incendio,12,Ambulancia,3417,CRÍTICO,1
1087,2025-11-08,Carabayllo,Emergencia Médica,16,SAMU,1241,MEDIO,2
1088,2025-07-26,Carabayllo,Accidente de Tránsito,31,Patrullero,2858,CRÍTICO,1
1089,2025-12-16,Comas,Rescate,41,Patrullero,2288,ALTO,3
1090,2026-06-24,Comas,Accidente de Tránsito,36,Bomberos,3288,CRÍTICO,1
1091,2025-08-24,Carabayllo,Incendio,41,Patrullero,4001,CRÍTICO,1
1092,2026-07-05,Puente Piedra,Rescate,22,Ambulancia,3113,BAJO,2
1093,2026-03-29,Comas,Accidente de Tránsito,8,SAMU,4813,CRÍTICO,1
1094,2025-08-10,Puente Piedra,Emergencia Médica,39,Patrullero,2485,ALTO,2
1095,2025-10-22,Carabayllo,Rescate,13,Ambulancia,1762,ALTO,3
1096,2025-10-07,Los Olivos,Rescate,51,SAMU,2281,MEDIO,3
1097,2026-05-17,Los Olivos,Rescate,48,SAMU,2524,MEDIO,3
1098,2026-06-11,Puente Piedra,Rescate,55,Ambulancia,2451,ALTO,2
1099,2026-05-18,Puente Piedra,Rescate,27,Ambulancia,3686,ALTO,2
1100,2025-12-08,Puente Piedra,Accidente de Tránsito,28,Ambulancia,1684,ALTO,1
1101,2026-02-02,Carabayllo,Emergencia Médica,42,Patrullero,4365,BAJO,2
1102,2025-10-07,Comas,Rescate,51,Ambulancia,2544,ALTO,2
1103,2026-06-18,Los Olivos,Incendio,22,Bomberos,844,CRÍTICO,1
1104,2026-05-13,Comas,Accidente de Tránsito,31,Ambulancia,2631,ALTO,1
1105,2026-02-18,Los Olivos,Emergencia Médica,37,Ambulancia,4467,MEDIO,3
1106,2026-05-11,Los Olivos,Emergencia Médica,19,SAMU,3988,BAJO,2
1107,2026-02-10,Puente Piedra,Emergencia Médica,58,Ambulancia,1274,BAJO,3
1108,2025-12-02,Puente Piedra,Accidente de Tránsito,12,Ambulancia,494,ALTO,1
1109,2025-12-28,Comas,Emergencia Médica,9,Bomberos,4362,MEDIO,3
1110,2025-12-04,Independencia,Accidente de Tránsito,16,SAMU,1993,ALTO,1
1111,2025-10-08,Independencia,Emergencia Médica,12,Bomberos,4609,MEDIO,2
1112,2025-08-19,Los Olivos,Emergencia Médica,10,Bomberos,3192,BAJO,3
1113,2026-06-12,Comas,Rescate,36,Bomberos,2496,MEDIO,2
1114,2026-04-18,Puente Piedra,Accidente de Tránsito,56,Ambulancia,4326,ALTO,1
1115,2026-03-23,Carabayllo,Emergencia Médica,31,SAMU,4377,MEDIO,2
1116,2026-05-18,Comas,Rescate,12,Patrullero,4950,ALTO,3
1117,2025-09-15,Los Olivos,Accidente de Tránsito,33,Ambulancia,4887,ALTO,1
1118,2026-04-03,Comas,Rescate,5,SAMU,3902,MEDIO,2
1119,2025-08-27,Comas,Incendio,19,Patrullero,1629,CRÍTICO,1
1120,2026-03-03,Comas,Emergencia Médica,12,SAMU,1191,BAJO,2
1121,2025-11-23,Comas,Emergencia Médica,59,Bomberos,4049,MEDIO,3
1122,2025-09-01,Los Olivos,Emergencia Médica,54,Bomberos,403,ALTO,3
1123,2025-07-12,Comas,Emergencia Médica,41,Bomberos,2340,MEDIO,2
1124,2025-09-03,Comas,Rescate,14,Ambulancia,3240,BAJO,2
1125,2025-09-26,Carabayllo,Rescate,20,Patrullero,2437,MEDIO,2
1126,2026-02-17,Los Olivos,Incendio,40,Ambulancia,1712,ALTO,1
1127,2026-03-20,Comas,Emergencia Médica,26,Ambulancia,3126,BAJO,3
1128,2025-09-04,Comas,Incendio,28,Ambulancia,497,CRÍTICO,1
1129,2025-12-12,Puente Piedra,Rescate,6,SAMU,2829,BAJO,3
1130,2025-09-04,Puente Piedra,Accidente de Tránsito,5,Ambulancia,1313,CRÍTICO,1
1131,2025-09-02,Carabayllo,Emergencia Médica,11,SAMU,564,MEDIO,3
1132,2026-02-11,Independencia,Rescate,21,Patrullero,2928,ALTO,2
1133,2026-04-17,Carabayllo,Incendio,29,Ambulancia,4100,ALTO,1
1134,2026-06-29,Puente Piedra,Emergencia Médica,8,Patrullero,1439,BAJO,2
1135,2026-01-22,Carabayllo,Rescate,24,Ambulancia,1674,BAJO,2
1136,2025-08-11,Comas,Emergencia Médica,5,Ambulancia,2603,BAJO,2
1137,2025-07-13,Independencia,Emergencia Médica,8,Bomberos,3563,ALTO,3
1138,2025-10-28,Independencia,Accidente de Tránsito,8,SAMU,2442,ALTO,1
1139,2026-01-26,Carabayllo,Rescate,60,Ambulancia,1483,MEDIO,3
1140,2025-10-30,Comas,Rescate,22,SAMU,4657,BAJO,2
1141,2026-06-18,Comas,Accidente de Tránsito,52,SAMU,502,CRÍTICO,1
1142,2026-02-26,Comas,Accidente de Tránsito,52,Bomberos,351,CRÍTICO,1
1143,2026-02-28,Comas,Accidente de Tránsito,60,Bomberos,3086,CRÍTICO,1
1144,2025-10-05,Puente Piedra,Emergencia Médica,15,Patrullero,490,ALTO,2
1145,2026-05-08,Independencia,Accidente de Tránsito,27,Ambulancia,2764,CRÍTICO,1
1146,2026-01-06,Carabayllo,Rescate,51,Bomberos,4273,ALTO,3
1147,2025-08-02,Comas,Rescate,12,Patrullero,3639,BAJO,2
1148,2026-02-23,Los Olivos,Accidente de Tránsito,32,Bomberos,4808,CRÍTICO,1
1149,2026-02-22,Comas,Accidente de Tránsito,33,Patrullero,511,ALTO,1
1150,2026-04-06,Los Olivos,Incendio,41,SAMU,2848,CRÍTICO,1
1151,2025-08-06,Carabayllo,Accidente de Tránsito,6,Patrullero,3055,CRÍTICO,1
1152,2026-06-11,Los Olivos,Incendio,21,Ambulancia,645,CRÍTICO,1
1153,2025-10-31,Carabayllo,Rescate,31,SAMU,2617,ALTO,2
1154,2026-05-16,Carabayllo,Accidente de Tránsito,13,SAMU,2933,CRÍTICO,1
1155,2025-12-16,Carabayllo,Emergencia Médica,54,Bomberos,735,ALTO,3
1156,2026-01-22,Comas,Accidente de Tránsito,12,SAMU,1607,ALTO,1
1157,2025-09-26,Independencia,Rescate,56,Bomberos,4803,MEDIO,3
1158,2026-01-17,Independencia,Emergencia Médica,53,Ambulancia,4269,MEDIO,3
1159,2025-08-23,Puente Piedra,Rescate,53,Patrullero,380,MEDIO,3
1160,2025-07-13,Comas,Rescate,50,Bomberos,3844,BAJO,2
1161,2026-05-22,Independencia,Incendio,17,Patrullero,1642,ALTO,1
1162,2025-08-03,Comas,Rescate,58,Bomberos,2811,BAJO,3
1163,2026-04-10,Puente Piedra,Emergencia Médica,31,Patrullero,1127,BAJO,2
1164,2026-02-28,Comas,Accidente de Tránsito,32,Patrullero,4358,ALTO,1
1165,2026-03-28,Los Olivos,Accidente de Tránsito,40,Patrullero,693,ALTO,1
1166,2026-05-06,Comas,Rescate,30,Bomberos,1383,MEDIO,3
1167,2025-10-06,Los Olivos,Incendio,12,Bomberos,507,CRÍTICO,1
1168,2025-07-23,Los Olivos,Accidente de Tránsito,57,SAMU,3957,CRÍTICO,1
1169,2025-10-05,Los Olivos,Incendio,36,Bomberos,3140,ALTO,1
1170,2026-02-25,Comas,Emergencia Médica,11,Patrullero,3351,BAJO,3
1171,2026-02-24,Carabayllo,Accidente de Tránsito,16,SAMU,1620,ALTO,1
1172,2025-09-17,Independencia,Accidente de Tránsito,20,Bomberos,1207,ALTO,1
1173,2026-05-09,Independencia,Incendio,18,SAMU,629,ALTO,1
1174,2026-03-14,Independencia,Incendio,40,Bomberos,523,CRÍTICO,1
1175,2025-07-15,Puente Piedra,Rescate,57,Patrullero,3747,ALTO,3
1176,2025-12-26,Los Olivos,Rescate,52,SAMU,1194,MEDIO,2
1177,2025-10-25,Independencia,Accidente de Tránsito,51,SAMU,3817,CRÍTICO,1
1178,2025-08-01,Los Olivos,Emergencia Médica,51,Patrullero,835,ALTO,3
1179,2026-03-08,Comas,Rescate,21,Patrullero,1584,ALTO,2
1180,2025-10-06,Los Olivos,Emergencia Médica,43,Ambulancia,879,MEDIO,2
1181,2025-11-15,Puente Piedra,Accidente de Tránsito,44,SAMU,1171,CRÍTICO,1
1182,2026-04-22,Carabayllo,Emergencia Médica,40,Patrullero,331,BAJO,2
1183,2025-10-29,Los Olivos,Rescate,60,Bomberos,1870,ALTO,3
1184,2026-03-17,Independencia,Incendio,22,SAMU,2506,CRÍTICO,1
1185,2026-02-27,Comas,Accidente de Tránsito,58,SAMU,801,CRÍTICO,1
1186,2026-06-15,Independencia,Accidente de Tránsito,9,SAMU,1403,ALTO,1
1187,2026-01-29,Puente Piedra,Emergencia Médica,6,Bomberos,4139,BAJO,2
1188,2025-09-03,Independencia,Emergencia Médica,10,SAMU,3606,ALTO,2
1189,2025-12-18,Carabayllo,Incendio,29,SAMU,816,CRÍTICO,1
1190,2026-02-22,Independencia,Rescate,47,Ambulancia,3624,ALTO,3
1191,2026-06-02,Independencia,Rescate,38,Ambulancia,3210,ALTO,3
1192,2025-11-21,Los Olivos,Accidente de Tránsito,57,Patrullero,3603,ALTO,1
1193,2026-01-01,Comas,Incendio,43,Bomberos,3073,ALTO,1
1194,2026-06-11,Los Olivos,Emergencia Médica,26,Bomberos,3794,MEDIO,2
1195,2026-03-09,Independencia,Accidente de Tránsito,17,Patrullero,4037,ALTO,1
1196,2025-07-07,Puente Piedra,Incendio,12,SAMU,318,ALTO,1
1197,2025-09-09,Comas,Incendio,29,Bomberos,1001,CRÍTICO,1
1198,2026-07-03,Comas,Accidente de Tránsito,60,Patrullero,4962,CRÍTICO,1
1199,2025-08-21,Los Olivos,Accidente de Tránsito,6,Bomberos,3724,ALTO,1
1200,2025-09-10,Independencia,Rescate,20,SAMU,2631,MEDIO,2
1201,2026-04-21,Los Olivos,Emergencia Médica,5,SAMU,3759,BAJO,3
1202,2026-04-21,Puente Piedra,Emergencia Médica,47,Bomberos,327,ALTO,2
1203,2025-10-22,Independencia,Rescate,59,SAMU,4726,ALTO,2
1204,2025-10-29,Carabayllo,Emergencia Médica,54,Ambulancia,1384,BAJO,2
1205,2026-07-02,Los Olivos,Accidente de Tránsito,17,Bomberos,4314,CRÍTICO,1
1206,2025-07-24,Comas,Rescate,50,Ambulancia,4845,ALTO,3
1207,2026-03-15,Puente Piedra,Incendio,46,Bomberos,1675,CRÍTICO,1
1208,2026-06-26,Los Olivos,Accidente de Tránsito,60,Patrullero,1540,ALTO,1
1209,2025-07-07,Puente Piedra,Incendio,39,SAMU,4192,CRÍTICO,1
1210,2026-06-14,Carabayllo,Accidente de Tránsito,26,SAMU,1517,CRÍTICO,1
1211,2026-04-10,Comas,Emergencia Médica,35,Bomberos,1703,BAJO,3
1212,2026-02-06,Carabayllo,Rescate,38,Bomberos,3816,BAJO,3
1213,2025-10-04,Independencia,Incendio,47,Bomberos,1765,ALTO,1
1214,2025-09-16,Independencia,Emergencia Médica,21,Patrullero,1735,MEDIO,2
1215,2026-02-13,Comas,Rescate,49,Ambulancia,2519,MEDIO,3
1216,2025-12-11,Los Olivos,Emergencia Médica,40,Bomberos,3031,ALTO,2
1217,2025-11-22,Comas,Incendio,18,SAMU,4629,CRÍTICO,1
1218,2025-11-17,Independencia,Rescate,42,Bomberos,852,BAJO,3
1219,2025-09-23,Comas,Incendio,34,Ambulancia,2987,CRÍTICO,1
1220,2026-02-25,Carabayllo,Emergencia Médica,40,Ambulancia,1914,ALTO,3
1221,2025-07-15,Los Olivos,Rescate,18,SAMU,4517,BAJO,3
1222,2025-09-15,Puente Piedra,Rescate,24,Ambulancia,3237,MEDIO,2
1223,2026-02-05,Independencia,Rescate,40,SAMU,3896,BAJO,3
1224,2026-05-01,Comas,Accidente de Tránsito,18,SAMU,1473,CRÍTICO,1
1225,2025-07-11,Los Olivos,Incendio,40,Ambulancia,2913,CRÍTICO,1
1226,2026-02-28,Carabayllo,Emergencia Médica,53,SAMU,1362,BAJO,3
1227,2026-05-30,Los Olivos,Accidente de Tránsito,22,Patrullero,2328,CRÍTICO,1
1228,2026-05-02,Independencia,Incendio,21,Bomberos,4003,ALTO,1
1229,2026-02-03,Independencia,Accidente de Tránsito,58,Ambulancia,1678,ALTO,1
1230,2026-02-04,Comas,Emergencia Médica,50,SAMU,3375,BAJO,2
1231,2025-10-27,Puente Piedra,Accidente de Tránsito,53,Bomberos,3173,ALTO,1
1232,2025-09-11,Independencia,Incendio,48,Ambulancia,4754,CRÍTICO,1
1233,2026-03-07,Independencia,Incendio,34,Patrullero,4037,CRÍTICO,1
1234,2026-05-02,Los Olivos,Rescate,46,Bomberos,1303,ALTO,2
1235,2025-09-17,Puente Piedra,Incendio,34,Ambulancia,3690,CRÍTICO,1
1236,2025-09-30,Comas,Emergencia Médica,32,Bomberos,1312,BAJO,3
1237,2026-05-25,Carabayllo,Rescate,35,Patrullero,1377,MEDIO,2
1238,2026-05-12,Comas,Rescate,46,SAMU,2490,ALTO,2
1239,2026-06-06,Los Olivos,Incendio,16,Bomberos,3661,CRÍTICO,1
1240,2026-06-27,Carabayllo,Incendio,38,Patrullero,4443,ALTO,1
1241,2025-09-11,Carabayllo,Incendio,34,Ambulancia,2493,CRÍTICO,1
1242,2026-04-15,Independencia,Emergencia Médica,49,SAMU,656,MEDIO,3
