FechaRegistro,Distrito,TipoEmergencia,TiempoRespuesta_Min,UnidadEmergencia,CostoOperativo_PEN,NivelSeveridad,PrioridadDespacho
2026-04-17,Puente Piedra,Emergencia Médica,11,Patrullero,1275,ALTO,2
2026-01-08,Independencia,Accidente de Tránsito,38,SAMU,1049,ALTO,1
2026-05-16,Comas,Emergencia Médica,43,Patrullero,342,BAJO,2
2026-07-01,Independencia,Rescate,52,Bomberos,4689,MEDIO,2
2026-03-30,Independencia,Accidente de Tránsito,40,Patrullero,3932,CRÍTICO,1
2026-02-24,Puente Piedra,Incendio,59,Ambulancia,892,ALTO,1
2026-06-09,Los Olivos,Incendio,35,Bomberos,2251,ALTO,1
2026-03-07,Carabayllo,Incendio,33,Bomberos,399,CRÍTICO,1
2026-06-17,Comas,Incendio,57,Ambulancia,1526,CRÍTICO,1
2026-01-16,Independencia,Accidente de Tránsito,9,Patrullero,1808,CRÍTICO,1
2026-01-23,Independencia,Rescate,31,SAMU,431,MEDIO,3
2026-03-12,Los Olivos,Accidente de Tránsito,22,Patrullero,332,ALTO,1
2026-03-02,Comas,Emergencia Médica,29,SAMU,1314,MEDIO,2
2026-04-14,Los Olivos,Incendio,26,Patrullero,1588,CRÍTICO,1
2026-06-21,Los Olivos,Accidente de Tránsito,30,Patrullero,1046,ALTO,1
2026-01-23,Puente Piedra,Emergencia Médica,24,SAMU,1568,ALTO,2
2026-05-21,Independencia,Incendio,29,Bomberos,3703,CRÍTICO,1
2026-04-17,Independencia,Rescate,14,Ambulancia,1208,BAJO,3
2026-02-23,Puente Piedra,Rescate,20,Patrullero,3994,BAJO,2
2026-04-23,Los Olivos,Emergencia Médica,54,Bomberos,3690,MEDIO,3
2026-05-05,Independencia,Incendio,26,Patrullero,2830,CRÍTICO,1
2026-01-14,Comas,Emergencia Médica,34,Patrullero,4711,BAJO,2
2026-03-19,Independencia,Rescate,54,SAMU,3936,ALTO,2
2026-05-27,Comas,Incendio,50,SAMU,4902,ALTO,1
2026-01-28,Los Olivos,Accidente de Tránsito,32,Ambulancia,4764,CRÍTICO,1
2026-04-20,Comas,Accidente de Tránsito,27,Ambulancia,2427,CRÍTICO,1
2026-05-30,Los Olivos,Emergencia Médica,60,SAMU,2693,MEDIO,3
2026-04-19,Comas,Rescate,16,SAMU,2933,BAJO,3
2026-03-18,Comas,Rescate,28,Bomberos,752,BAJO,3
2026-02-14,Independencia,Incendio,40,Patrullero,966,ALTO,1
2026-03-10,Carabayllo,Emergencia Médica,56,Ambulancia,1920,MEDIO,3
2026-03-24,Los Olivos,Emergencia Médica,54,Ambulancia,2042,ALTO,2
2026-02-09,Puente Piedra,Incendio,51,Bomberos,724,CRÍTICO,1
2026-05-23,Los Olivos,Accidente de Tránsito,54,Patrullero,4218,CRÍTICO,1
2026-03-11,Independencia,Rescate,6,Bomberos,1107,BAJO,2
2026-03-14,Independencia,Accidente de Tránsito,60,Ambulancia,3450,ALTO,1
2026-06-04,Los Olivos,Accidente de Tránsito,38,SAMU,1557,CRÍTICO,1
2026-02-19,Los Olivos,Emergencia Médica,17,Ambulancia,3762,MEDIO,3
2026-02-02,Independencia,Incendio,17,Patrullero,4825,CRÍTICO,1
2026-02-21,Puente Piedra,Emergencia Médica,28,Bomberos,330,BAJO,3
2026-01-31,Carabayllo,Emergencia Médica,7,Ambulancia,608,BAJO,2
2026-06-04,Los Olivos,Rescate,60,Patrullero,2755,ALTO,2
2026-03-02,Independencia,Emergencia Médica,54,Bomberos,3315,BAJO,2
2026-02-11,Comas,Accidente de Tránsito,14,Bomberos,2400,CRÍTICO,1
2026-03-08,Puente Piedra,Rescate,25,Ambulancia,2743,MEDIO,2
2026-01-29,Los Olivos,Emergencia Médica,9,Ambulancia,2337,BAJO,2
2026-01-16,Puente Piedra,Accidente de Tránsito,45,Bomberos,2538,CRÍTICO,1
2026-05-30,Carabayllo,Rescate,13,SAMU,1828,ALTO,3
2026-01-10,Carabayllo,Accidente de Tránsito,7,Bomberos,2648,CRÍTICO,1
2026-04-03,Los Olivos,Emergencia Médica,43,Ambulancia,4033,MEDIO,3
2026-01-04,Carabayllo,Emergencia Médica,17,Ambulancia,491,MEDIO,3
2026-01-23,Los Olivos,Incendio,15,SAMU,3570,ALTO,1
2026-02-09,Carabayllo,Accidente de Tránsito,56,Bomberos,4911,ALTO,1
2026-03-24,Independencia,Rescate,53,Bomberos,2882,BAJO,3
2026-02-10,Comas,Rescate,38,Ambulancia,3516,MEDIO,3
2026-01-08,Puente Piedra,Incendio,29,SAMU,3492,ALTO,1
2026-03-06,Comas,Emergencia Médica,39,Patrullero,4842,BAJO,2
2026-05-24,Comas,Accidente de Tránsito,55,Patrullero,852,ALTO,1
2026-06-21,Independencia,Emergencia Médica,57,SAMU,3935,MEDIO,3
2026-06-14,Puente Piedra,Rescate,50,SAMU,2200,BAJO,3
2026-03-01,Comas,Accidente de Tránsito,29,Patrullero,2962,ALTO,1
2026-06-21,Carabayllo,Rescate,29,SAMU,3027,ALTO,3
2026-01-10,Los Olivos,Incendio,25,Bomberos,3794,ALTO,1
2026-02-05,Independencia,Incendio,14,Ambulancia,1798,CRÍTICO,1
2026-01-14,Puente Piedra,Incendio,13,SAMU,1040,ALTO,1
2026-02-19,Puente Piedra,Rescate,44,Patrullero,3238,MEDIO,3
2026-04-25,Puente Piedra,Incendio,38,Patrullero,1450,CRÍTICO,1
2026-01-14,Los Olivos,Incendio,10,Bomberos,1381,CRÍTICO,1
2026-02-18,Puente Piedra,Emergencia Médica,59,Patrullero,2451,ALTO,2
2026-07-06,Los Olivos,Rescate,16,Patrullero,808,BAJO,2
2026-02-13,Comas,Emergencia Médica,14,SAMU,1691,BAJO,2
2026-06-12,Los Olivos,Emergencia Médica,7,Ambulancia,3127,BAJO,2
2026-04-11,Puente Piedra,Emergencia Médica,55,Patrullero,2687,BAJO,3
2026-04-20,Los Olivos,Rescate,27,SAMU,1504,MEDIO,3
2026-06-29,Puente Piedra,Rescate,12,Ambulancia,431,MEDIO,3
2026-02-23,Puente Piedra,Incendio,12,SAMU,3641,CRÍTICO,1
2026-03-07,Independencia,Emergencia Médica,47,Bomberos,1658,MEDIO,3
2026-06-21,Puente Piedra,Accidente de Tránsito,7,Patrullero,4465,CRÍTICO,1
2026-06-18,Comas,Accidente de Tránsito,15,Ambulancia,3213,ALTO,1
2026-04-25,Puente Piedra,Emergencia Médica,15,Ambulancia,3589,BAJO,2
2026-03-26,Los Olivos,Accidente de Tránsito,18,SAMU,1958,CRÍTICO,1
2026-01-30,Carabayllo,Emergencia Médica,17,Patrullero,3559,BAJO,2
2026-02-05,Independencia,Emergencia Médica,37,Ambulancia,3834,BAJO,3
2026-05-15,Independencia,Emergencia Médica,9,Ambulancia,3726,MEDIO,2
2026-03-30,Independencia,Incendio,49,Bomberos,2800,CRÍTICO,1
2026-02-23,Carabayllo,Rescate,17,Ambulancia,1021,ALTO,2
2026-04-29,Carabayllo,Incendio,5,Ambulancia,2305,CRÍTICO,1
2026-04-28,Comas,Emergencia Médica,56,SAMU,1609,BAJO,2
2026-05-27,Los Olivos,Rescate,40,Bomberos,2766,MEDIO,3
2026-01-31,Independencia,Rescate,14,Patrullero,4458,BAJO,2
2026-01-17,Carabayllo,Rescate,9,Bomberos,3140,MEDIO,3
2026-05-18,Independencia,Emergencia Médica,21,Bomberos,1896,MEDIO,2
2026-02-18,Puente Piedra,Rescate,10,SAMU,3276,ALTO,3
2026-03-07,Carabayllo,Emergencia Médica,23,SAMU,3059,MEDIO,2
2026-04-06,Puente Piedra,Incendio,44,Bomberos,4824,CRÍTICO,1
2026-05-03,Independencia,Accidente de Tránsito,6,Patrullero,2585,ALTO,1
2026-04-08,Puente Piedra,Emergencia Médica,26,Bomberos,3610,MEDIO,3
2026-06-08,Independencia,Accidente de Tránsito,47,Ambulancia,4901,ALTO,1
2026-06-23,Puente Piedra,Incendio,9,Patrullero,1116,CRÍTICO,1
2026-03-05,Carabayllo,Emergencia Médica,35,Bomberos,3956,MEDIO,2
2026-01-14,Carabayllo,Accidente de Tránsito,28,Patrullero,2145,ALTO,1
2026-01-31,Independencia,Incendio,50,Ambulancia,3443,CRÍTICO,1
2026-05-05,Comas,Accidente de Tránsito,17,Bomberos,2973,CRÍTICO,1
2026-01-19,Independencia,Emergencia Médica,29,Patrullero,4189,ALTO,2
2026-01-30,Carabayllo,Accidente de Tránsito,6,Bomberos,3723,ALTO,1
2026-01-21,Carabayllo,Incendio,34,Ambulancia,4191,CRÍTICO,1
2026-06-11,Puente Piedra,Accidente de Tránsito,22,SAMU,3746,CRÍTICO,1
2026-01-15,Independencia,Emergencia Médica,42,Patrullero,1976,ALTO,2
2026-02-20,Carabayllo,Rescate,33,Patrullero,2652,ALTO,2
2026-03-29,Carabayllo,Incendio,6,Ambulancia,3757,CRÍTICO,1
2026-04-08,Comas,Incendio,52,Ambulancia,4405,CRÍTICO,1
2026-02-01,Independencia,Emergencia Médica,58,Ambulancia,4146,ALTO,3
2026-03-15,Comas,Incendio,57,SAMU,4355,ALTO,1
2026-01-15,Comas,Incendio,60,Ambulancia,742,CRÍTICO,1
2026-05-21,Independencia,Rescate,51,Patrullero,3291,MEDIO,2
2026-04-14,Independencia,Incendio,28,SAMU,2271,CRÍTICO,1
2026-03-04,Los Olivos,Accidente de Tránsito,26,Bomberos,4989,ALTO,1
2026-04-14,Carabayllo,Incendio,37,Ambulancia,2778,ALTO,1
2026-02-21,Comas,Rescate,57,SAMU,2895,BAJO,2
2026-04-26,Los Olivos,Rescate,49,Ambulancia,4618,BAJO,2
2026-03-12,Puente Piedra,Incendio,13,SAMU,2475,ALTO,1
2026-03-03,Independencia,Incendio,30,Bomberos,1789,ALTO,1
2026-01-25,Comas,Emergencia Médica,25,Ambulancia,3334,ALTO,3
2026-06-13,Puente Piedra,Incendio,11,Patrullero,3951,ALTO,1
2026-05-06,Puente Piedra,Incendio,44,Ambulancia,1126,CRÍTICO,1
2026-02-20,Comas,Rescate,22,SAMU,4015,MEDIO,3
2026-06-19,Puente Piedra,Incendio,35,SAMU,2799,ALTO,1
2026-04-05,Comas,Emergencia Médica,45,Patrullero,4768,BAJO,3
2026-04-04,Los Olivos,Accidente de Tránsito,38,Ambulancia,4661,CRÍTICO,1
2026-03-05,Puente Piedra,Rescate,50,Bomberos,2868,MEDIO,3
2026-05-25,Los Olivos,Accidente de Tránsito,33,Ambulancia,523,ALTO,1
2026-02-01,Independencia,Emergencia Médica,14,Patrullero,4994,MEDIO,2
2026-03-11,Independencia,Rescate,24,Bomberos,4462,BAJO,3
2026-05-26,Los Olivos,Incendio,17,Bomberos,4389,CRÍTICO,1
2026-01-31,Los Olivos,Rescate,30,Ambulancia,2459,MEDIO,3
2026-02-21,Comas,Rescate,49,Ambulancia,3618,ALTO,2
2026-06-28,Independencia,Rescate,22,Patrullero,4965,BAJO,3
2026-02-12,Comas,Incendio,46,Ambulancia,1692,CRÍTICO,1
2026-05-19,Independencia,Accidente de Tránsito,25,Patrullero,3679,CRÍTICO,1
2026-01-13,Comas,Rescate,58,SAMU,3240,MEDIO,3
2026-04-06,Independencia,Incendio,46,Patrullero,4452,CRÍTICO,1
2026-02-13,Comas,Rescate,54,Patrullero,4511,MEDIO,3
2026-04-15,Comas,Incendio,19,Ambulancia,4393,ALTO,1
2026-05-20,Los Olivos,Emergencia Médica,5,SAMU,2809,BAJO,2
2026-05-25,Carabayllo,Emergencia Médica,42,SAMU,3564,BAJO,3
2026-06-21,Independencia,Rescate,53,Bomberos,3758,ALTO,3
2026-03-12,Puente Piedra,Rescate,20,SAMU,4160,ALTO,2
2026-04-09,Comas,Incendio,32,Ambulancia,3459,ALTO,1
2026-04-22,Los Olivos,Incendio,51,Patrullero,1295,CRÍTICO,1
2026-01-30,Comas,Incendio,48,Patrullero,1535,ALTO,1
2026-01-10,Comas,Incendio,57,SAMU,3360,CRÍTICO,1
2026-04-06,Carabayllo,Incendio,59,Ambulancia,3288,ALTO,1
2026-02-14,Comas,Rescate,30,Patrullero,2181,ALTO,3
2026-02-02,Independencia,Emergencia Médica,52,Ambulancia,801,ALTO,2
2026-01-26,Puente Piedra,Incendio,58,Patrullero,2331,ALTO,1
2026-04-26,Carabayllo,Incendio,8,SAMU,4647,ALTO,1
2026-06-02,Puente Piedra,Incendio,15,Bomberos,2369,CRÍTICO,1
2026-02-11,Puente Piedra,Rescate,36,Patrullero,3164,MEDIO,3
2026-01-24,Puente Piedra,Accidente de Tránsito,42,Patrullero,2808,ALTO,1
2026-02-05,Puente Piedra,Incendio,29,SAMU,3684,CRÍTICO,1
2026-03-22,Comas,Incendio,55,Ambulancia,965,ALTO,1
2026-01-12,Puente Piedra,Emergencia Médica,9,Ambulancia,1635,ALTO,2
2026-01-02,Puente Piedra,Accidente de Tránsito,53,Patrullero,3657,ALTO,1
2026-04-18,Puente Piedra,Emergencia Médica,22,Ambulancia,2374,BAJO,3
2026-03-18,Los Olivos,Emergencia Médica,46,Ambulancia,3553,MEDIO,3
2026-03-03,Carabayllo,Incendio,13,SAMU,832,CRÍTICO,1
2026-03-19,Carabayllo,Emergencia Médica,33,Patrullero,3044,ALTO,3
2026-06-23,Los Olivos,Incendio,51,SAMU,3911,ALTO,1
2026-02-17,Comas,Rescate,10,Ambulancia,947,MEDIO,3
2026-05-15,Carabayllo,Incendio,6,Patrullero,3642,ALTO,1
2026-06-02,Comas,Incendio,8,Patrullero,4663,ALTO,1
2026-01-17,Comas,Incendio,14,Patrullero,2515,CRÍTICO,1
2026-04-11,Comas,Accidente de Tránsito,12,Patrullero,4312,ALTO,1
2026-03-06,Puente Piedra,Emergencia Médica,29,SAMU,3612,MEDIO,2
2026-03-30,Comas,Emergencia Médica,45,Patrullero,960,BAJO,2
2026-02-16,Los Olivos,Emergencia Médica,17,SAMU,2589,ALTO,3
2026-01-03,Comas,Incendio,17,Patrullero,1297,CRÍTICO,1
2026-02-21,Puente Piedra,Accidente de Tránsito,32,Patrullero,2187,CRÍTICO,1
2026-03-25,Los Olivos,Rescate,22,SAMU,757,MEDIO,2
2026-07-01,Independencia,Rescate,15,SAMU,4143,ALTO,2
2026-02-17,Independencia,Emergencia Médica,51,Patrullero,688,BAJO,3
2026-06-02,Independencia,Rescate,57,Patrullero,3568,ALTO,3
2026-02-09,Carabayllo,Accidente de Tránsito,22,SAMU,1827,ALTO,1
2026-04-05,Carabayllo,Emergencia Médica,31,Patrullero,3658,ALTO,3
2026-03-29,Comas,Incendio,48,Ambulancia,4182,CRÍTICO,1
2026-06-15,Puente Piedra,Emergencia Médica,42,Ambulancia,4337,ALTO,2
2026-02-13,Comas,Accidente de Tránsito,36,SAMU,3479,CRÍTICO,1
2026-01-08,Comas,Accidente de Tránsito,60,Patrullero,3482,ALTO,1
2026-01-28,Los Olivos,Accidente de Tránsito,59,Ambulancia,2835,CRÍTICO,1
2026-06-08,Los Olivos,Incendio,59,SAMU,4623,ALTO,1
2026-02-27,Carabayllo,Emergencia Médica,25,Patrullero,2599,MEDIO,3
2026-04-14,Carabayllo,Accidente de Tránsito,37,Bomberos,1490,CRÍTICO,1
2026-06-28,Independencia,Accidente de Tránsito,19,Ambulancia,2222,CRÍTICO,1
2026-01-20,Los Olivos,Incendio,51,Patrullero,1017,ALTO,1
2026-05-29,Comas,Rescate,46,SAMU,2880,MEDIO,3
2026-06-09,Comas,Accidente de Tránsito,20,Patrullero,713,CRÍTICO,1
2026-05-23,Carabayllo,Rescate,32,Patrullero,2723,BAJO,2
2026-06-07,Carabayllo,Accidente de Tránsito,28,Ambulancia,673,ALTO,1
2026-03-13,Puente Piedra,Accidente de Tránsito,8,Ambulancia,2698,ALTO,1
2026-03-25,Independencia,Incendio,23,SAMU,3312,ALTO,1
2026-05-26,Carabayllo,Accidente de Tránsito,43,Bomberos,4543,ALTO,1
2026-04-16,Puente Piedra,Incendio,45,Ambulancia,4161,CRÍTICO,1
2026-06-06,Carabayllo,Emergencia Médica,5,Bomberos,1559,BAJO,3
2026-05-23,Independencia,Emergencia Médica,24,Bomberos,3608,MEDIO,2
2026-03-02,Los Olivos,Accidente de Tránsito,21,Bomberos,2845,CRÍTICO,1
2026-02-15,Carabayllo,Emergencia Médica,58,Bomberos,4181,MEDIO,2
2026-06-06,Comas,Emergencia Médica,54,Ambulancia,1957,BAJO,2
2026-06-22,Puente Piedra,Emergencia Médica,29,Bomberos,749,ALTO,3
2026-03-22,Los Olivos,Emergencia Médica,39,Ambulancia,728,BAJO,3
2026-02-12,Carabayllo,Incendio,30,Ambulancia,2507,CRÍTICO,1
2026-01-19,Los Olivos,Rescate,32,SAMU,4383,ALTO,2
2026-06-12,Carabayllo,Rescate,42,Bomberos,4390,ALTO,3
2026-02-12,Los Olivos,Rescate,59,Ambulancia,3791,MEDIO,2
2026-06-24,Los Olivos,Incendio,44,Patrullero,3674,ALTO,1
2026-06-05,Independencia,Rescate,36,Bomberos,340,MEDIO,2
2026-03-23,Independencia,Emergencia Médica,55,Bomberos,2116,BAJO,2
2026-05-28,Puente Piedra,Accidente de Tránsito,18,Bomberos,3793,CRÍTICO,1
2026-05-17,Los Olivos,Emergencia Médica,42,Bomberos,492,MEDIO,3
2026-02-07,Carabayllo,Emergencia Médica,31,SAMU,2326,ALTO,2
2026-05-29,Puente Piedra,Rescate,46,SAMU,3953,ALTO,3
2026-05-09,Independencia,Incendio,54,Bomberos,3668,CRÍTICO,1
2026-02-24,Puente Piedra,Rescate,57,Bomberos,1528,ALTO,3
2026-04-09,Los Olivos,Rescate,19,Patrullero,1620,BAJO,2
2026-04-04,Comas,Emergencia Médica,35,Bomberos,474,BAJO,2
2026-04-13,Carabayllo,Incendio,60,Ambulancia,3848,CRÍTICO,1
2026-04-18,Puente Piedra,Incendio,31,Ambulancia,780,ALTO,1
2026-01-21,Independencia,Incendio,33,SAMU,2220,ALTO,1
2026-01-19,Independencia,Rescate,50,Ambulancia,3979,MEDIO,3
2026-03-10,Carabayllo,Emergencia Médica,5,Patrullero,2464,BAJO,3
2026-04-18,Comas,Incendio,31,Patrullero,1681,CRÍTICO,1
2026-06-23,Puente Piedra,Incendio,59,Bomberos,513,ALTO,1
2026-01-02,Comas,Emergencia Médica,40,Bomberos,3288,ALTO,2
2026-03-01,Independencia,Accidente de Tránsito,7,Bomberos,1283,ALTO,1
2026-05-17,Carabayllo,Emergencia Médica,7,Ambulancia,364,MEDIO,2
2026-04-12,Los Olivos,Rescate,54,Ambulancia,2910,ALTO,2
2026-05-22,Independencia,Rescate,49,Ambulancia,3855,MEDIO,2
2026-04-17,Independencia,Rescate,7,Patrullero,1537,ALTO,2
2026-04-30,Carabayllo,Accidente de Tránsito,40,Patrullero,2567,ALTO,1
2026-04-05,Los Olivos,Emergencia Médica,8,Ambulancia,3236,BAJO,2
2026-04-03,Los Olivos,Rescate,60,Ambulancia,840,MEDIO,2
2026-01-04,Los Olivos,Accidente de Tránsito,55,Bomberos,2164,CRÍTICO,1
2026-06-28,Carabayllo,Incendio,60,Patrullero,4530,CRÍTICO,1
2026-03-11,Comas,Emergencia Médica,32,Ambulancia,3319,ALTO,3
2026-04-07,Los Olivos,Emergencia Médica,35,Patrullero,4830,MEDIO,2
2026-04-10,Los Olivos,Rescate,20,SAMU,4381,ALTO,3
2026-06-23,Puente Piedra,Accidente de Tránsito,45,Patrullero,376,ALTO,1
2026-03-15,Puente Piedra,Incendio,37,Ambulancia,2605,ALTO,1
2026-04-10,Los Olivos,Rescate,42,SAMU,2877,BAJO,2
2026-05-30,Puente Piedra,Rescate,16,Patrullero,2269,ALTO,3
2026-06-19,Comas,Accidente de Tránsito,6,Bomberos,1299,CRÍTICO,1
2026-04-07,Los Olivos,Rescate,60,Ambulancia,3864,ALTO,3
2026-03-20,Comas,Emergencia Médica,11,SAMU,3709,MEDIO,3
2026-01-22,Comas,Emergencia Médica,29,SAMU,2075,ALTO,2
2026-04-21,Comas,Incendio,6,Patrullero,3727,ALTO,1
2026-04-10,Carabayllo,Emergencia Médica,11,Ambulancia,2575,MEDIO,2
2026-02-04,Carabayllo,Rescate,41,Patrullero,2806,ALTO,2
2026-06-16,Carabayllo,Emergencia Médica,31,SAMU,3427,ALTO,3
2026-02-19,Independencia,Emergencia Médica,27,Ambulancia,3827,MEDIO,2
2026-06-08,Los Olivos,Rescate,8,Ambulancia,1301,ALTO,3
2026-03-07,Independencia,Rescate,45,Ambulancia,2076,BAJO,3
2026-05-14,Carabayllo,Incendio,9,SAMU,1454,ALTO,1
2026-06-21,Independencia,Emergencia Médica,16,Patrullero,1160,ALTO,3
2026-06-26,Carabayllo,Accidente de Tránsito,18,Patrullero,3018,CRÍTICO,1
2026-02-25,Carabayllo,Rescate,49,SAMU,4741,BAJO,2
2026-06-01,Los Olivos,Accidente de Tránsito,15,Ambulancia,1031,CRÍTICO,1
2026-01-23,Independencia,Rescate,56,Bomberos,1118,BAJO,2
2026-05-20,Comas,Accidente de Tránsito,33,Patrullero,2469,ALTO,1
2026-04-18,Puente Piedra,Emergencia Médica,40,SAMU,3748,MEDIO,3
2026-05-06,Los Olivos,Rescate,13,Ambulancia,3373,BAJO,2
2026-03-25,Puente Piedra,Emergencia Médica,16,Bomberos,2981,BAJO,2
2026-06-29,Carabayllo,Emergencia Médica,36,SAMU,1288,MEDIO,3
2026-06-06,Puente Piedra,Accidente de Tránsito,33,SAMU,804,CRÍTICO,1
2026-06-19,Independencia,Incendio,35,Patrullero,4956,CRÍTICO,1
2026-04-25,Comas,Emergencia Médica,45,Ambulancia,3097,MEDIO,3
2026-04-24,Puente Piedra,Rescate,24,Bomberos,3677,ALTO,3
2026-02-18,Comas,Emergencia Médica,6,Patrullero,4384,MEDIO,3
2026-04-16,Independencia,Emergencia Médica,55,Bomberos,657,BAJO,2
2026-02-07,Los Olivos,Rescate,25,SAMU,2251,ALTO,2
2026-06-20,Independencia,Accidente de Tránsito,27,Ambulancia,1536,CRÍTICO,1
2026-01-17,Puente Piedra,Incendio,57,Ambulancia,4254,ALTO,1
2026-04-30,Independencia,Incendio,41,Ambulancia,1991,CRÍTICO,1
2026-06-06,Independencia,Rescate,46,Patrullero,4957,ALTO,3
2026-03-01,Independencia,Accidente de Tránsito,48,Patrullero,1387,CRÍTICO,1
2026-05-07,Los Olivos,Rescate,24,Patrullero,3052,MEDIO,3
2026-02-23,Comas,Emergencia Médica,20,Bomberos,2062,ALTO,3
2026-05-31,Carabayllo,Emergencia Médica,13,SAMU,2002,MEDIO,3
2026-05-09,Independencia,Emergencia Médica,16,Patrullero,1662,MEDIO,2
2026-02-19,Los Olivos,Emergencia Médica,60,Patrullero,3612,MEDIO,3
2026-05-10,Carabayllo,Rescate,9,Patrullero,2962,ALTO,2
2026-04-11,Puente Piedra,Rescate,15,Ambulancia,3129,BAJO,3
2026-05-23,Comas,Rescate,48,Ambulancia,3643,MEDIO,3
2026-07-05,Comas,Incendio,12,SAMU,3740,ALTO,1
2026-02-25,Puente Piedra,Incendio,52,Patrullero,4071,ALTO,1
2026-01-30,Carabayllo,Incendio,40,Ambulancia,378,ALTO,1
2026-01-02,Carabayllo,Incendio,58,Bomberos,3071,CRÍTICO,1
2026-03-18,Los Olivos,Incendio,46,Patrullero,3370,ALTO,1
2026-02-16,Los Olivos,Accidente de Tránsito,8,Bomberos,1765,ALTO,1
2026-01-31,Comas,Rescate,50,Ambulancia,4588,BAJO,3
2026-04-05,Puente Piedra,Incendio,34,SAMU,1332,ALTO,1
2026-02-23,Los Olivos,Incendio,41,SAMU,665,ALTO,1
2026-04-21,Independencia,Accidente de Tránsito,30,SAMU,4260,CRÍTICO,1
2026-03-26,Puente Piedra,Accidente de Tránsito,47,SAMU,428,ALTO,1
2026-05-19,Independencia,Accidente de Tránsito,29,SAMU,4398,ALTO,1
2026-06-07,Puente Piedra,Accidente de Tránsito,9,Ambulancia,3894,ALTO,1
2026-05-08,Los Olivos,Accidente de Tránsito,5,Bomberos,999,CRÍTICO,1
2026-03-02,Comas,Incendio,24,Ambulancia,4399,ALTO,1
2026-04-27,Puente Piedra,Incendio,38,SAMU,1081,CRÍTICO,1
2026-03-04,Puente Piedra,Accidente de Tránsito,46,SAMU,1788,ALTO,1
2026-02-03,Los Olivos,Rescate,17,Bomberos,941,BAJO,3
2026-06-19,Los Olivos,Accidente de Tránsito,49,SAMU,2943,CRÍTICO,1
2026-06-04,Comas,Incendio,23,Bomberos,4115,ALTO,1
2026-05-07,Independencia,Incendio,42,Patrullero,4302,ALTO,1
2026-04-06,Comas,Rescate,39,SAMU,4296,MEDIO,2
2026-04-15,Comas,Rescate,18,Patrullero,609,BAJO,2
2026-03-04,Los Olivos,Incendio,28,Ambulancia,1365,ALTO,1
2026-05-08,Comas,Accidente de Tránsito,51,Ambulancia,4808,ALTO,1
2026-01-31,Comas,Accidente de Tránsito,38,Patrullero,3005,ALTO,1
2026-01-23,Puente Piedra,Incendio,50,Bomberos,1478,ALTO,1
2026-03-03,Carabayllo,Incendio,39,Bomberos,3376,ALTO,1
2026-06-16,Los Olivos,Accidente de Tránsito,30,Bomberos,2154,CRÍTICO,1
2026-05-07,Carabayllo,Incendio,19,SAMU,350,ALTO,1
2026-06-03,Puente Piedra,Incendio,48,Bomberos,4360,ALTO,1
2026-06-17,Carabayllo,Incendio,34,SAMU,2728,CRÍTICO,1
2026-06-12,Independencia,Rescate,47,Bomberos,591,ALTO,2
2026-02-01,Independencia,Incendio,58,Patrullero,3036,ALTO,1
2026-02-01,Puente Piedra,Accidente de Tránsito,59,Bomberos,960,CRÍTICO,1
2026-05-29,Los Olivos,Incendio,51,Patrullero,2321,CRÍTICO,1
2026-02-09,Puente Piedra,Incendio,60,Bomberos,481,CRÍTICO,1
2026-01-11,Los Olivos,Rescate,47,SAMU,2071,MEDIO,2
2026-06-18,Carabayllo,Incendio,59,Ambulancia,979,ALTO,1
2026-02-06,Independencia,Rescate,54,Patrullero,2236,ALTO,2
2026-04-09,Carabayllo,Emergencia Médica,44,Patrullero,4284,ALTO,2
2026-04-17,Carabayllo,Accidente de Tránsito,11,SAMU,2263,ALTO,1
2026-02-03,Comas,Rescate,31,Bomberos,2487,BAJO,2
2026-03-22,Los Olivos,Accidente de Tránsito,9,SAMU,998,CRÍTICO,1
2026-06-21,Los Olivos,Rescate,12,SAMU,2630,BAJO,2
2026-02-21,Comas,Incendio,13,Patrullero,4286,ALTO,1
2026-03-03,Puente Piedra,Emergencia Médica,15,Bomberos,3939,ALTO,2
2026-06-26,Comas,Emergencia Médica,55,Patrullero,1495,MEDIO,3
2026-01-21,Puente Piedra,Rescate,16,Patrullero,3676,MEDIO,2
2026-01-14,Carabayllo,Incendio,12,Ambulancia,4167,ALTO,1
2026-01-29,Puente Piedra,Accidente de Tránsito,20,SAMU,2021,CRÍTICO,1
2026-01-08,Independencia,Emergencia Médica,43,SAMU,3554,ALTO,3
2026-05-17,Los Olivos,Accidente de Tránsito,52,SAMU,4965,CRÍTICO,1
2026-05-22,Puente Piedra,Rescate,11,Patrullero,3905,BAJO,3
2026-01-06,Los Olivos,Incendio,49,Ambulancia,378,CRÍTICO,1
2026-04-04,Los Olivos,Incendio,6,Ambulancia,1224,ALTO,1
2026-02-10,Independencia,Rescate,36,Bomberos,1498,BAJO,2
2026-01-18,Carabayllo,Accidente de Tránsito,34,SAMU,3336,ALTO,1
2026-03-02,Carabayllo,Incendio,60,SAMU,4028,ALTO,1
2026-06-28,Independencia,Accidente de Tránsito,12,Bomberos,3706,CRÍTICO,1
2026-01-13,Carabayllo,Incendio,28,Patrullero,567,ALTO,1
2026-02-10,Independencia,Incendio,47,Patrullero,1735,CRÍTICO,1
2026-07-04,Independencia,Accidente de Tránsito,30,Patrullero,1269,CRÍTICO,1
